,0,1,2,3,4
0,114.20810925187821,114.20810925187821,114.20810925187821,114.20810925187821,114.20810925187821
1,60.81604684449136,60.81604684449136,60.81604684449136,60.81604684449136,60.81604684449136
2,58.45401636727535,58.45401636727535,58.45401636727535,58.45401636727535,58.45401636727535
3,59.81258352350516,59.81258352350516,59.81258352350516,59.81258352350516,59.81258352350516
4,56.013785639241625,56.013785639241625,56.013785639241625,56.013785639241625,56.013785639241625
5,56.8862439095721,56.8862439095721,56.8862439095721,56.8862439095721,56.8862439095721
6,58.4443432241578,58.4443432241578,58.4443432241578,58.4443432241578,58.4443432241578
7,57.69906767187558,57.69906767187558,57.69906767187558,57.69906767187558,57.69906767187558
8,53.789460630647696,53.789460630647696,53.789460630647696,53.789460630647696,53.789460630647696
9,55.88061985650395,55.88061985650395,55.88061985650395,55.88061985650395,55.88061985650395
10,54.99210177963535,54.99210177963535,54.99210177963535,54.99210177963535,54.99210177963535
11,55.10770110573828,55.10770110573828,55.10770110573828,55.10770110573828,55.10770110573828
12,54.32487634267346,54.32487634267346,54.32487634267346,54.32487634267346,54.32487634267346
13,53.91189636258034,53.91189636258034,53.91189636258034,53.91189636258034,53.91189636258034
14,53.10633446691077,53.10633446691077,53.10633446691077,53.10633446691077,53.10633446691077
15,52.94469390835764,52.94469390835764,52.94469390835764,52.94469390835764,52.94469390835764
16,51.05601252049181,51.05601252049181,51.05601252049181,51.05601252049181,51.05601252049181
17,51.93636703873964,51.93636703873964,51.93636703873964,51.93636703873964,51.93636703873964
18,51.364114355789866,51.364114355789866,51.364114355789866,51.364114355789866,51.364114355789866
19,99.23152036791576,99.23152036791576,99.23152036791576,99.23152036791576,99.23152036791576
20,51.370110602867555,51.370110602867555,51.370110602867555,51.370110602867555,51.370110602867555
21,54.609869071137624,54.609869071137624,54.609869071137624,54.609869071137624,54.609869071137624
22,55.78922452001034,55.78922452001034,55.78922452001034,55.78922452001034,55.78922452001034
23,56.600026443603646,56.600026443603646,56.600026443603646,56.600026443603646,56.600026443603646
24,56.96817027609785,56.96817027609785,56.96817027609785,56.96817027609785,56.96817027609785
25,56.2936653894961,56.2936653894961,56.2936653894961,56.2936653894961,56.2936653894961
26,57.28249414502336,57.28249414502336,57.28249414502336,57.28249414502336,57.28249414502336
27,58.39057325025441,58.39057325025441,58.39057325025441,58.39057325025441,58.39057325025441
28,54.396454608609005,54.396454608609005,54.396454608609005,54.396454608609005,54.396454608609005
29,56.84750520997577,56.84750520997577,56.84750520997577,56.84750520997577,56.84750520997577
30,56.03787957698262,56.03787957698262,56.03787957698262,56.03787957698262,56.03787957698262
31,55.27083262512149,55.27083262512149,55.27083262512149,55.27083262512149,55.27083262512149
32,54.729394394259884,54.729394394259884,54.729394394259884,54.729394394259884,54.729394394259884
33,54.200554182727636,54.200554182727636,54.200554182727636,54.200554182727636,54.200554182727636
34,53.953862914720865,53.953862914720865,53.953862914720865,53.953862914720865,53.953862914720865
35,55.07055956458276,55.07055956458276,55.07055956458276,55.07055956458276,55.07055956458276
36,54.605495492951434,54.605495492951434,54.605495492951434,54.605495492951434,54.605495492951434
37,52.160422708016725,52.160422708016725,52.160422708016725,52.160422708016725,52.160422708016725
38,55.12440300021593,55.12440300021593,55.12440300021593,55.12440300021593,55.12440300021593
39,76.43715634937314,76.43715634937314,76.43715634937314,76.43715634937314,76.43715634937314
40,57.59360246892477,57.59360246892477,57.59360246892477,57.59360246892477,57.59360246892477
41,59.733006633933186,59.733006633933186,59.733006633933186,59.733006633933186,59.733006633933186
42,57.33766739654293,57.33766739654293,57.33766739654293,57.33766739654293,57.33766739654293
43,58.084770528757254,58.084770528757254,58.084770528757254,58.084770528757254,58.084770528757254
44,57.962235314389446,57.962235314389446,57.962235314389446,57.962235314389446,57.962235314389446
45,55.2793973832332,55.2793973832332,55.2793973832332,55.2793973832332,55.2793973832332
46,57.988033766352174,57.988033766352174,57.988033766352174,57.988033766352174,57.988033766352174
47,56.67174722769853,56.67174722769853,56.67174722769853,56.67174722769853,56.67174722769853
48,56.73000469995191,56.73000469995191,56.73000469995191,56.73000469995191,56.73000469995191
49,56.21198752493593,56.21198752493593,56.21198752493593,56.21198752493593,56.21198752493593
50,54.59491491612467,54.59491491612467,54.59491491612467,54.59491491612467,54.59491491612467
