,0,1,2,3,4
0,114.20807203155307,114.20807203155307,114.20807203155307,114.20807203155307,114.20807203155307
1,59.419946482761425,59.419946482761425,59.419946482761425,59.419946482761425,59.419946482761425
2,52.15086445767362,52.15086445767362,52.15086445767362,52.15086445767362,52.15086445767362
3,50.30639722464629,50.30639722464629,50.30639722464629,50.30639722464629,50.30639722464629
4,47.79229961414574,47.79229961414574,47.79229961414574,47.79229961414574,47.79229961414574
5,49.866269546310626,49.866269546310626,49.866269546310626,49.866269546310626,49.866269546310626
6,49.55413863054012,49.55413863054012,49.55413863054012,49.55413863054012,49.55413863054012
7,49.619044013007525,49.619044013007525,49.619044013007525,49.619044013007525,49.619044013007525
8,47.369973221393764,47.369973221393764,47.369973221393764,47.369973221393764,47.369973221393764
9,51.02238981876232,51.02238981876232,51.02238981876232,51.02238981876232,51.02238981876232
10,49.16747857924787,49.16747857924787,49.16747857924787,49.16747857924787,49.16747857924787
11,51.86234098115644,51.86234098115644,51.86234098115644,51.86234098115644,51.86234098115644
12,50.72816858596221,50.72816858596221,50.72816858596221,50.72816858596221,50.72816858596221
13,48.97484097087391,48.97484097087391,48.97484097087391,48.97484097087391,48.97484097087391
14,49.99166455231401,49.99166455231401,49.99166455231401,49.99166455231401,49.99166455231401
15,49.13099383889739,49.13099383889739,49.13099383889739,49.13099383889739,49.13099383889739
16,47.571637490435826,47.571637490435826,47.571637490435826,47.571637490435826,47.571637490435826
17,49.19791010971115,49.19791010971115,49.19791010971115,49.19791010971115,49.19791010971115
18,48.52850352311581,48.52850352311581,48.52850352311581,48.52850352311581,48.52850352311581
19,98.01625319454767,98.01625319454767,98.01625319454767,98.01625319454767,98.01625319454767
20,48.96545180557592,48.96545180557592,48.96545180557592,48.96545180557592,48.96545180557592
21,53.29351625885692,53.29351625885692,53.29351625885692,53.29351625885692,53.29351625885692
22,53.10370565435174,53.10370565435174,53.10370565435174,53.10370565435174,53.10370565435174
23,53.290995729076755,53.290995729076755,53.290995729076755,53.290995729076755,53.290995729076755
24,54.02964342707002,54.02964342707002,54.02964342707002,54.02964342707002,54.02964342707002
25,54.98458100470631,54.98458100470631,54.98458100470631,54.98458100470631,54.98458100470631
26,55.71856697838046,55.71856697838046,55.71856697838046,55.71856697838046,55.71856697838046
27,55.266310906300404,55.266310906300404,55.266310906300404,55.266310906300404,55.266310906300404
28,52.286730047583944,52.286730047583944,52.286730047583944,52.286730047583944,52.286730047583944
29,54.66994697240673,54.66994697240673,54.66994697240673,54.66994697240673,54.66994697240673
30,54.4718060258155,54.4718060258155,54.4718060258155,54.4718060258155,54.4718060258155
31,54.009274488100495,54.009274488100495,54.009274488100495,54.009274488100495,54.009274488100495
32,52.7454609449162,52.7454609449162,52.7454609449162,52.7454609449162,52.7454609449162
33,52.63024366888984,52.63024366888984,52.63024366888984,52.63024366888984,52.63024366888984
34,52.969840149319666,52.969840149319666,52.969840149319666,52.969840149319666,52.969840149319666
35,53.26394831451901,53.26394831451901,53.26394831451901,53.26394831451901,53.26394831451901
36,52.35752551206433,52.35752551206433,52.35752551206433,52.35752551206433,52.35752551206433
37,53.0106617279321,53.0106617279321,53.0106617279321,53.0106617279321,53.0106617279321
38,55.264770470221,55.264770470221,55.264770470221,55.264770470221,55.264770470221
39,76.14879327055942,76.14879327055942,76.14879327055942,76.14879327055942,76.14879327055942
40,58.25167915257379,58.25167915257379,58.25167915257379,58.25167915257379,58.25167915257379
41,58.637450847316565,58.637450847316565,58.637450847316565,58.637450847316565,58.637450847316565
42,57.11856002613803,57.11856002613803,57.11856002613803,57.11856002613803,57.11856002613803
